InvoiceID,PayerAccountId,LinkedAccountId,RecordType,RecordID,BillingPeriodStartDate,BillingPeriodEndDate,InvoiceDate,PayerAccountName,LinkedAccountName,TaxationAddress,PayerPONumber,ProductCode,ProductName,SellerOfRecord,UsageType,Operation,RateId,ItemDescription,UsageStartDate,UsageEndDate,UsageQuantity,BlendedRate,CurrencyCode,CostBeforeTax,Credits,TaxAmount,TaxType,TotalCost
"52157553","102964196778","","PayerLineItem","5600000000237999067","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AmazonDynamoDB","Amazon DynamoDB","Amazon Web Services, Inc.","APS1-WriteCapacityUnit-Hrs","CommittedThroughput","3717210","$0.00074 per hour for units of write capacity beyond the free tier","2015/03/01 00:00:00","2015/03/31 23:59:59","64982.0",,"USD","48.09","0.0","0.000000","None","48.090000"
"52157553","102964196778","","PayerLineItem","5600000000240470582","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AmazonS3","Amazon Simple Storage Service","Amazon Web Services, Inc.","APS1-Requests-Tier1",,"3309744","$0.005 per 1,000 PUT, COPY, POST, or LIST requests","2015/03/01 00:00:00","2015/03/31 23:59:59","17391.0",,"USD","0.09","0.0","0.000000","None","0.090000"
"52157553","102964196778","","PayerLineItem","5600000000240470583","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","EU-APS2-AWS-In-Bytes",,"3510774","$0.00 per GB - EU (Ireland) data transfer from Asia Pacific (Sydney)","2015/03/01 00:00:00","2015/03/31 23:59:59","0.00107785",,"USD","0.00","0.0","0.000000","None","0.000000"
"52157553","102964196778","","PayerLineItem","5600000000242458531","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","EUC1-BoxUsage:m3.medium","RunInstances","4331393","$0.083 per On Demand Linux m3.medium Instance Hour","2015/03/01 00:00:00","2015/03/31 23:59:59","23.0",,"USD","1.91","0.0","0.000000","None","1.910000"
"52157553","102964196778","","PayerLineItem","5600000000244579305","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-CW:AlarmMonitorUsage",,"4330278","$0.10 per alarm-month ","2015/03/01 00:00:00","2015/03/31 23:59:59","0.61380199",,"USD","0.06","0.0","0.000000","None","0.060000"
"52157553","102964196778","","PayerLineItem","5600000000241673375","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","APS2-USW1-AWS-In-Bytes",,"3510804","$0.00 per GB - Asia Pacific (Sydney) data transfer from US West (Northern California)","2015/03/01 00:00:00","2015/03/31 23:59:59","4.0E-8",,"USD","0.00","0.0","0.000000","None","0.000000"
"52157553","102964196778","","PayerLineItem","5600000000240470584","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AmazonDynamoDB","Amazon DynamoDB","Amazon Web Services, Inc.","APS1-WriteCapacityUnit-Hrs","CommittedThroughput","3717209","$0.00 per hour for 25 units of write capacity for a month (free tier)","2015/03/01 00:00:00","2015/03/31 23:59:59","18600.0",,"USD","0.00","0.0","0.000000","None","0.000000"
"52157553","102964196778","","PayerLineItem","5600000000242458532","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-CW:AlarmMonitorUsage",,"4330289","$0.00 per alarm-month - first 10 alarms","2015/03/01 00:00:00","2015/03/31 23:59:59","5.89079014",,"USD","0.00","0.0","0.000000","None","0.000000"
"52157553","102964196778","","PayerLineItem","5600000000240470586","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","APS1-USW2-AWS-Out-Bytes",,"3510992","$0.09 per GB - Asia Pacific (Singapore) data transfer to US West (Oregon)","2015/03/01 00:00:00","2015/03/31 23:59:59","0.15921831",,"USD","0.01","0.0","0.000000","None","0.010000"
"52157553","102964196778","","PayerLineItem","5600000000240470587","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AmazonRDS","Amazon RDS Service","Amazon Web Services, Inc.","APS1-RDS:Multi-AZ-StorageUsage","CreateDBInstance","3314253","$0.22 per GB-month of provisioned storage for Multi-AZ deployments","2015/03/01 00:00:00","2015/03/31 23:59:59","9.99999984",,"USD","2.20","0.0","0.000000","None","2.200000"
"52157553","102964196778","","PayerLineItem","5600000000238730559","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","APS2-APN1-AWS-Out-Bytes",,"3510795","$0.14 per GB - Asia Pacific (Sydney) data transfer to Asia Pacific (Tokyo)","2015/03/01 00:00:00","2015/03/31 23:59:59","6.8E-7",,"USD","0.00","0.0","0.000000","None","0.000000"
"52157553","102964196778","","PayerLineItem","5600000000240470588","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","APS1-APN1-AWS-In-Bytes",,"3510997","$0.00 per GB - Asia Pacific (Singapore) data transfer from Asia Pacific (Tokyo)","2015/03/01 00:00:00","2015/03/31 23:59:59","12.03657193",,"USD","0.00","0.0","0.000000","None","0.000000"
"52157553","102964196778","","PayerLineItem","5600000000238629492","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","APN1-CloudFront-Out-Bytes",,"3510745","$0.00 per GB data transfer out of Asia Pacific (Tokyo) to CloudFront","2015/03/01 00:00:00","2015/03/31 23:59:59","0.00880273",,"USD","0.00","0.0","0.000000","None","0.000000"
"52157553","102964196778","","PayerLineItem","5600000000238629493","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AmazonS3","Amazon Simple Storage Service","Amazon Web Services, Inc.","APS2-Requests-Tier2",,"3309625","$0.0044 per 10,000 GET and all other requests","2015/03/01 00:00:00","2015/03/31 23:59:59","218.0",,"USD","0.01","0.0","0.000000","None","0.010000"
"52157553","102964196778","","PayerLineItem","5600000000244081681","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AmazonCloudFront","Amazon CloudFront","Amazon Web Services, Inc.","IN-Requests-Tier1","GET","3506610","$0.0090 per 10,000 HTTP Requests (India)","2015/03/01 00:00:00","2015/03/31 23:59:59","9.0",,"USD","0.01","0.0","0.000000","None","0.010000"
"52157553","102964196778","","PayerLineItem","5600000000242458533","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:t2.micro","RunInstances","4330791","$0.013 per On Demand Linux t2.micro Instance Hour","2015/03/01 00:00:00","2015/03/31 23:59:59","4300.0",,"USD","55.90","0.0","0.000000","None","55.900000"
"52157553","102964196778","","PayerLineItem","5600000000243380466","2015/03/01 00:00:00","2015/03/31 23:59:59","2015/04/04 01:28:19","TP-LINK Technologies Co., Ltd.","","No.5 Keyuan Road  South Building , Shenzhen, GD, 518057, CN","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","EUC1-APS1-AWS-Out-Bytes",,"3510759","$0.02 per GB - EUC1 (FRA) data transfer to Asia Pacific (Singapore)","2015/03/01 00:00:00","2015/03/31 23:59:59","0.01789859",,"USD","0.01","0.0","0.000000","None","0.010000"
